This list contains all games supported by FB Alpha.

4642 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| dragnblz	|  	| Dragon Blaze						| 		| 2000	| Psikyo	| PS5V2		| 					|
| drgnbowl	|  	| Dragon Bowl						| 		| 1992	| Nics		| Miscellaneous	| 					|
| drgnbowla	|  	| Dragon Bowl (set 2, unencrypted program)		| drgnbowl	| 1992	| Nics		| Miscellaneous	| 					|
| dbreedm72	|  	| Dragon Breed (M72 PCB version)			| dbreed	| 1989	| Irem		| M72		| 					|
| dbreed	|  	| Dragon Breed (M81 PCB version)			| 		| 1989	| Irem		| M81		| 					|
| drgnbstr	|  	| Dragon Buster						| 		| 1984	| Namco		| Miscellaneous	| Missing sounds			|
| drgnmst	|  	| Dragon Master						| 		| 1994	| Unico		| Misc		| 					|
| drgnunit	|  	| Dragon Unit / Castle of Dragon			| 		| 1989	| Seta		| Seta		| 					|
| dw2001	|  	| Dragon World 2001 (V100, Japan)			| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| drgw3105	| D NW	| Dragon World 3 (ver. 105)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| drgw2hk	|  	| Dragon World II (V100H, Hong Kong)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| dw2v100x	|  	| Dragon World II (V100X, World)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| drgw2		|  	| Dragon World II (V110X, World)			| 		| 1997	| IGS		| PolyGameMaster| 					|
| dwpc		|  	| Dragon World Pretty Chance (V101, Japan)		| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| dragonsh	|  	| Dragon's Heaven (development board)			| 		| 1996	| Face		| Neo Geo MVS	| 					|
| cv_dlair	|  	| Dragon's Lair (Prototype, 0416)			| 		| 1984	| Coleco	| ColecoVision	| 					|
| dbza		|  	| Dragonball Z (rev A)					| dbz		| 1993	| Banpresto	| Miscellaneous	| 					|
| dbz		|  	| Dragonball Z (rev B)					| 		| 1993	| Banpresto	| Miscellaneous	| 					|
| dbz2		|  	| Dragonball Z 2 - Super Battle				| 		| 1994	| Banpresto	| Miscellaneous	| 					|
| cv_drgnfire	|  	| DragonFire						| 		| 1984	| Imagic	| ColecoVision	| 					|
| drgninjab	|  	| Dragonninja (bootleg set 1)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninjab2	|  	| Dragonninja (bootleg set 2)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninja	|  	| Dragonninja (Japan)					| baddudes	| 1988	| Data East Corp| DEC0		| 					|
| drakton	|  	| Drakton (DK conversion)				| 		| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| drktnjr	|  	| Drakton (DKJr conversion)				| drakton	| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| dland		|  	| Dream Land / Super Dream Land (bootleg of Bubble Bobbl| bublbobl	| 1987	| bootleg	| Taito Misc	| 					|
| dremshpr	|  	| Dream Shopper						| 		| 1982	| Sanritsu	| Pac-man	| 					|
| dsoccr94j	|  	| Dream Soccer '94 (Japan)				| dsoccr94	| 1994	| Irem		| M92		| 					|
| dsoccr94k	|  	| Dream Soccer '94 (Korea, M107 hardware)		| dsoccr94	| 1994	| Irem (Data Eas| M107		| 					|
| dsoccr94	|  	| Dream Soccer '94 (World, M107 hardware)		| 		| 1994	| Irem (Data Eas| M107		| 					|
| driftout	|  	| Drift Out (Europe)					| 		| 1991	| Visco (Europe)| Taito-F2	| 					|
| driftoutj	|  	| Drift Out (Japan)					| driftout	| 1991	| Visco (Japan)	| Taito-F2	| 					|
| driveout	|  	| Drive Out						| driftout	| 1991	| bootleg	| Taito-F2	| 					|
| drivfrcb	|  	| Driving Force (Galaxian conversion bootleg)		| drivfrcp	| 1985	| bootleg (Elsys| Galaxian	| 					|
| drivfrcg	|  	| Driving Force (Galaxian conversion)			| drivfrcp	| 1984	| Shinkai Inc. (| Galaxian	| 					|
| drivfrcp	|  	| Driving Force (Pac-Man conversion)			| 		| 1984	| Shinkai Inc. (| Pac-man	| 					|
| dumpmtmt	|  	| Dump Matsumoto (Japan, 8751 317-unknown)		| bodyslam	| 1986	| Sega		| System 16A	| 					|
| ddsomjr1	|  	| Dungeons & Dragons - shadow over mystara (960206 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomar1	|  	| Dungeons & Dragons - shadow over mystara (960208 Asia)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr3	|  	| Dungeons & Dragons - shadow over mystara (960208 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr2	|  	| Dungeons & Dragons - shadow over mystara (960209 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomur1	|  	| Dungeons & Dragons - shadow over mystara (960209 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomb	|  	| Dungeons & Dragons - shadow over mystara (960223 Brazi| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr1	|  	| Dungeons & Dragons - shadow over mystara (960223 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomh	|  	| Dungeons & Dragons - shadow over mystara (960223 Hispa| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsoma	|  	| Dungeons & Dragons - shadow over mystara (960619 Asia)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsom		|  	| Dungeons & Dragons - shadow over mystara (960619 Euro)| 		| 1996	| Capcom	| CPS2		| 					|
| ddsomj	|  	| Dungeons & Dragons - shadow over mystara (960619 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomud	|  	| Dungeons & Dragons - shadow over mystara (960619 USA P| ddsom		| 1996	| bootleg	| CPS2		| 					|
| ddsomu	|  	| Dungeons & Dragons - shadow over mystara (960619 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddtodar1	|  	| Dungeons & Dragons - tower of doom (940113 Asia)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodr1	|  	| Dungeons & Dragons - tower of doom (940113 Euro)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr2	|  	| Dungeons & Dragons - tower of doom (940113 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodjr2	|  	| Dungeons & Dragons - tower of doom (940113 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodur1	|  	| Dungeons & Dragons - tower of doom (940113 USA)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr1	|  	| Dungeons & Dragons - tower of doom (940125 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodjr1	|  	| Dungeons & Dragons - tower of doom (940125 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodu	|  	| Dungeons & Dragons - tower of doom (940125 USA)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtoda	|  	| Dungeons & Dragons - tower of doom (940412 Asia)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodd	|  	| Dungeons & Dragons - tower of doom (940412 Euro Phoeni| ddtod		| 1994	| bootleg	| CPS2		| 					|
| ddtod		|  	| Dungeons & Dragons - tower of doom (940412 Euro)	| 		| 1994	| Capcom	| CPS2		| 					|
| ddtodh	|  	| Dungeons & Dragons - tower of doom (940412 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodj	|  	| Dungeons & Dragons - tower of doom (940412 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| dunkshoto	|  	| Dunk Shot (FD1089 317-0022)				| dunkshot	| 1986	| Sega		| System 16B	| 					|
| dunkshota	|  	| Dunk Shot (Rev A, FD1089 317-0022)			| dunkshot	| 1987	| Sega		| System 16B	| 					|
| dunkshot	|  	| Dunk Shot (Rev C, FD1089 317-0022)			| 		| 1987	| Sega		| System 16B	| 					|
| dyger		|  	| Dyger (Korea set 1)					| 		| 1989	| Philko	| Miscellaneous	| 					|
| dygera	|  	| Dyger (Korea set 2)					| dyger		| 1989	| Philko	| Miscellaneous	| 					|
| dynablst	|  	| Dynablaster / Bomber Man				| 		| 1991	| Irem (licensed| M90		| 					|
| dynduke	|  	| Dynamite Duke (Europe set 1)				| 		| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukea	|  	| Dynamite Duke (Europe set 2)				| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukej	|  	| Dynamite Duke (Japan)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukeu	|  	| Dynamite Duke (US)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dduxbl	|  	| Dynamite Dux (bootleg)				| ddux		| 1989	| bootleg	| System 16B	| 					|
| ddux1		|  	| Dynamite Dux (set 1, 8751 317-0095)			| ddux		| 1989	| Sega		| System 16B	| 					|
| dduxd		|  	| Dynamite Dux (set 2, FD1094 317-0096 decrypted)	| ddux		| 1989	| Sega		| System 16B	| 					|
| ddux		|  	| Dynamite Dux (set 2, FD1094 317-0096)			| 		| 1989	| Sega		| System 16B	| 					|
| dduxjd	|  	| Dynamite Dux (set 2, Japan, FD1094 317-0094 decrypted)| ddux		| 1989	| Sega		| System 16B	| 					|
| dduxj		|  	| Dynamite Dux (set 2, Japan, FD1094 317-0094)		| ddux		| 1989	| Sega		| System 16B	| 					|
| dleaguej	|  	| Dynamite League (Japan)				| dleague	| 1990	| Taito Corporat| H System	| 					|
| dleague	|  	| Dynamite League (US)					| 		| 1990	| Taito America | H System	| 					|
| dynwar	|  	| Dynasty Wars (US set 1)				| 		| 1989	| Capcom	| CPS1		| 					|
| dynwara	|  	| Dynasty Wars (US set 2)				| dynwar	| 1989	| Capcom	| CPS1		| 					|
| eswatbl	|  	| E-Swat - Cyber Police (bootleg)			| eswat		| 1989	| bootleg	| System 16B	| 					|
| eswatj1d	|  	| E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131 d| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatj1	|  	| E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatjd	|  	| E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128 d| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatj	|  	| E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatud	|  	| E-Swat - Cyber Police (set 3, US, FD1094 317-0129 decr| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatu	|  	| E-Swat - Cyber Police (set 3, US, FD1094 317-0129)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatd	|  	| E-Swat - Cyber Police (set 4, World, FD1094 317-0130 d| eswat		| 1989	| Sega		| System 16B	| 					|
| eswat		|  	| E-Swat - Cyber Police (set 4, World, FD1094 317-0130)	| 		| 1989	| Sega		| System 16B	| 					|
| edfbl		|  	| E.D.F. : Earth Defense Force (bootleg)		| edf		| 1991	| bootleg	| Mega System 1	| no sound				|
| edfu		|  	| E.D.F. : Earth Defense Force (North America)		| edf		| 1991	| Jaleco	| Mega System 1	| 					|
| edf		|  	| E.D.F. : Earth Defense Force (set 1)			| 		| 1991	| Jaleco	| Mega System 1	| 					|
| edfa		|  	| E.D.F. : Earth Defense Force (set 2)			| edf		| 1991	| Jaleco	| Mega System 1	| 					|
| eagle		|  	| Eagle (set 1)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle2	|  	| Eagle (set 2)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle3	|  	| Eagle (set 3)						| mooncrst	| 1980	| Nichibutsu (Ce| Galaxian	| 					|
| ecofghtra	|  	| Eco Fighters (931203 Asia)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtr	|  	| Eco Fighters (931203 etc)				| 		| 1993	| Capcom	| CPS2		| 					|
| ecofghtrh	|  	| Eco Fighters (931203 Hispanic)			| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtru1	|  	| Eco Fighters (931203 USA)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtrd	|  	| Eco Fighters (931203 World Phoenix Edition)		| ecofghtr	| 1993	| bootleg	| CPS2		| 					|
| ecofghtru	|  	| Eco Fighters (940215 USA)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| egghunt	|  	| Egg Hunt						| 		| 1995	| Invi Image	| Miscellaneous	| 					|
| eggor		|  	| Eggor							| 		| 1982	| Telko		| Pac-man	| 					|
| eggs		|  	| Eggs							| scregg	| 1983	| [Technos] Univ| Miscellaneous	| 					|
| 8bpm		|  	| Eight Ball Action (Pac-Man conversion)		| 8ballact	| 1985	| Seatongrove Lt| Pac-man	| 					|
| eightfrc	|  	| Eight Forces						| 		| 1994	| Tecmo		| Seta		| 					|
| eightman	|  	| Eight Man (NGM-025)(NGH-025)				| 		| 1991	| SNK / Pallas	| Neo Geo MVS	| 					|
| endurobl	|  	| Enduro Racer (bootleg set 1)				| enduror	| 1986	| bootleg	| Hang-On	| 					|
| enduror	|  	| Enduro Racer (YM2151, FD1089B 317-0013A)		| 		| 1986	| Sega		| Hang-On	| 					|
| enduror1	|  	| Enduro Racer (YM2203, FD1089B 317-0013A)		| enduror	| 1986	| Sega		| Hang-On	| 					|
| enforcej	|  	| Enforce (Japan)					| enforce	| 1988	| Taito Corporat| Taito-Z	| 					|
| enforceja	|  	| Enforce (Japan, Analog Controls)			| enforce	| 1988	| Taito Corporat| Taito-Z	| 					|
| enforce	|  	| Enforce (World)					| 		| 1988	| Taito Corporat| Taito-Z	| 					|
| cv_mindmstr	|  	| Escape from the Mindmaster (Prototype)		| 		| 1983	| Epyx		| ColecoVision	| 					|
| esckids	|  	| Escape Kids (Asia, 4 Players)				| 		| 1991	| Konami	| GX975		| 					|
| esckidsj	|  	| Escape Kids (Japan, 2 Players)			| esckids	| 1991	| Konami	| GX975		| 					|
| espradejo	|  	| ESP Ra.De. (Japan, ver. 98/04/14)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| espradej	|  	| ESP Ra.De. (Japan, ver. 98/04/21)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| esprade	|  	| ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04| 		| 1998	| Atlus / Cave	| Cave		| 					|
| espgalbl	|  	| Espgaluda (2003/10/15 Master Ver, bootleg cartridge co| espgal	| 2003	| bootleg	| PolyGameMaster| 					|
| espgal	|  	| Espgaluda (V100, Japan)				| 		| 2003	| CAVE / AMI	| PolyGameMaster| 					|
| euroch92	|  	| Euro Champ '92 (World)				| footchmp	| 1992	| Taito Corporat| Taito-F2	| 					|
| wc90ba	|  	| Euro League (Italian hack of Tecmo World Cup '90 - alt| wc90		| 1989	| bootleg	| Miscellaneous	| 					|
| wc90b1	|  	| Euro League (Italian hack of Tecmo World Cup '90)	| wc90		| 1989	| bootleg	| Miscellaneous	| 					|
| cv_evolutio	|  	| Evolution						| 		| 1983	| Coleco	| ColecoVision	| 					|
| excelsr	|  	| Excelsior (set 1)					| 		| 1996	| Playmark	| Misc		| 					|
| excelsra	|  	| Excelsior (set 2)					| excelsr	| 1996	| Playmark	| Misc		| 					|
| exctleagd	|  	| Excite League (FD1094 317-0079 decrypted)		| exctleag	| 1989	| Sega		| System 16B	| 					|
| exctleag	|  	| Excite League (FD1094 317-0079)			| 		| 1989	| Sega		| System 16B	| 					|
| exedexes	|  	| Exed Exes						| 		| 1985	| Capcom	| Miscellaneous	| 					|
| exerizerb	|  	| Exerizer (Japan) (bootleg)				| skyfox	| 1987	| Jaleco	| Miscellaneous	| 					|
| exodus	|  	| Exodus (bootleg?)					| redufo	| 19??	| Subelectro	| Galaxian	| 					|
| explorer	|  	| Explorer						| scramble	| 1981	| bootleg	| Galaxian	| 					|
| explbrkr	|  	| Explosive Breaker					| 		| 1992	| Kaneko	| Kaneko16	| 					|
| extrmatnj	|  	| Extermination (Japan)					| extrmatn	| 1987	| Taito Corporat| Miscellaneous	| 					|
| extrmatnur	|  	| Extermination (US, Romstar)				| extrmatn	| 1987	| Taito America | Miscellaneous	| 					|
| extrmatnu	|  	| Extermination (US, set 1)				| extrmatn	| 1987	| Taito (World G| Miscellaneous	| 					|
| extrmatn	|  	| Extermination (World)					| 		| 1987	| Taito Corporat| Miscellaneous	| 					|
| extdwnhl	|  	| Extreme Downhill (v1.5)				| 		| 1995	| Sammy Industri| Seta		| 					|
| exzisusa	|  	| Exzisus (Japan, conversion)				| exzisus	| 1987	| Taito Corporat| Miscellaneous	| 					|
| exzisus	|  	| Exzisus (Japan, dedicated)				| 		| 1987	| Taito Corporat| Miscellaneous	| 					|
| exzisust	|  	| Exzisus (TAD license)					| exzisus	| 1987	| Taito Corporat| Miscellaneous	| 					|
| eyesb		|  	| Eyes (bootleg set 1)					| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyeszacb	|  	| Eyes (bootleg set 2, decrypted)			| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyes		|  	| Eyes (Digitrex Techstar)				| 		| 1982	| Digitrex Techs| Pac-man	| 					|
| eyes2		|  	| Eyes (Techstar)					| eyes		| 1982	| Techstar (Rock| Pac-man	| 					|
| f1dreamb	|  	| F-1 Dream (bootleg, set 1)				| f1dream	| 1988	| bootleg	| Miscellaneous	| 					|
| f1dreamba	|  	| F-1 Dream (bootleg, set 2)				| f1dream	| 1988	| bootleg	| Miscellaneous	| 					|
| f1gp		|  	| F-1 Grand Prix					| 		| 1991	| Video System C| Miscellaneous	| 					|
| f1gpb		| D NW	| F-1 Grand Prix (Playmark bootleg)			| f1gp		| 1991	| [Video System | Miscellaneous	| 					|
| f1gp2		|  	| F-1 Grand Prix Part II				| 		| 1992	| Video System C| Miscellaneous	| 					|
| fxa		|  	| F-X (alternate set)					| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| fx		|  	| F-X							| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| cv_facemakr	|  	| Facemaker						| 		| 1983	| Spinnaker Soft| ColecoVision	| 					|
| falcon	|  	| Falcon (bootleg of Phoenix) (8085A CPU)		| phoenix	| 1980	| bootleg	| Miscellaneous	| 					|
| falconz	|  	| Falcon (bootleg of Phoenix) (Z80 CPU)			| phoenix	| 1980	| bootleg	| Miscellaneous	| 					|
| cv_fallguy	|  	| Fall Guy (Prototype)					| 		| 1983	| Fox Video Game| ColecoVision	| 					|
| fncywld	|  	| Fancy World - Earth of Crisis				| 		| 1996	| Unico		| Miscellaneous	| 					|
| fantasiaa	|  	| Fantasia (940307 PCB)					| fantasia	| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantasia	|  	| Fantasia (940429 PCB, set 1)				| 		| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantasiab	|  	| Fantasia (940429 PCB, set 2)				| fantasia	| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantasian	|  	| Fantasia (940803 PCB)					| fantasia	| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantsia2n	|  	| Fantasia II (1998)					| fantsia2	| 1998	| Comad		| Miscellaneous	| 					|
| fantsia2	|  	| Fantasia II (Explicit)				| 		| 1997	| Comad		| Miscellaneous	| 					|
| fantsia2a	|  	| Fantasia II (Less Explicit)				| fantsia2	| 1997	| Comad		| Miscellaneous	| 					|
| fantastc	|  	| Fantastic (Galaga conversion on Galaxian hardware)	| 		| 198?	| Taito do Brasi| Galaxian	| 					|
| fantsy95	|  	| Fantasy '95						| newfant	| 1995	| Hi-max Technol| Miscellaneous	| 					|
| fantzonep	|  	| Fantasy Zone (317-5000)				| fantzone	| 1986	| Sega		| System 16A	| 					|
| fantzone	|  	| Fantasy Zone (Rev A, unprotected)			| 		| 1986	| Sega		| System 16A	| 					|
| fantzoneta	|  	| Fantasy Zone (Time Attack, bootleg)			| fantzone	| 2008	| Sega		| System 16B	| 					|
| fantzone1	|  	| Fantasy Zone (unprotected)				| fantzone	| 1986	| Sega		| System 16A	| 					|
| fantzn2x	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C)	| 		| 2008	| Sega / M2	| System 16C	| 					|
| fantzn2xp	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C, pr| fantzn2x	| 2008	| Sega / M2	| System 16C	| 					|
| fantzn2xps2	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS| fantzn2x	| 2008	| Sega / M2	| System 16C	| 					|
| fantznta	|  	| Fantasy Zone Time Attack (System 16B, PS2 data file)	| fantzn2x	| 2008	| Sega		| System 16B	| 					|
| fantazia	|  	| Fantazia (bootleg?)					| mooncrst	| 1980	| SubElectro	| Galaxian	| 					|
| kabukikl	|  	| Far East of Eden - Kabuki Klash / Tengai Makyou - Shin| 		| 1995	| Hudson	| Neo Geo MVS	| 					|
| farwest	| D NW	| Far West						| ironhors	| 1986	| bootleg?	| GX560		| 					|
| farmer	|  	| Farmers Rebellion					| ikki		| 1985	| Sun Electronic| Miscellaneous	| 					|
| fastfred	|  	| Fast Freddie						| flyboy	| 1982	| Kaneko (Atari | Miscellaneous	| 					|
| sqbert	|  	| Faster, Harder, More Challenging Q*bert (prototype)	| 		| 1983	| Mylstar	| Miscellaneous	| 					|
| fatfury1	|  	| Fatal Fury - King of Fighters / Garou Densetsu - shuku| 		| 1992	| SNK		| Neo Geo MVS	| 					|
| fatfury2a	|  	| Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (| fatfury2	| 1992	| SNK		| Neo Geo MVS	| 					|
| fatfury2	|  	| Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (| 		| 1992	| SNK		| Neo Geo MVS	| 					|
| fatfury3	|  	| Fatal Fury 3 - Road to the Final Victory / Garou Dense| 		| 1995	| SNK		| Neo Geo MVS	| 					|
| fatfury3a	|  	| Fatal Fury 3 - Road to the Final Victory / Garou Dense| fatfury3	| 1995	| SNK		| Neo Geo MVS	| 					|
| fatfursp	|  	| Fatal Fury Special / Garou Densetsu Special (set 1)(NG| 		| 1993	| SNK		| Neo Geo MVS	| 					|
| fatfurspa	|  	| Fatal Fury Special / Garou Densetsu Special (set 2)(NG| fatfursp	| 1993	| SNK		| Neo Geo MVS	| 					|
| cv_fathom	|  	| Fathom						| 		| 1983	| Imagic	| ColecoVision	| 					|
| fenix		|  	| Fenix (bootleg of Phoenix)				| phoenix	| 1980	| bootleg	| Miscellaneous	| 					|
| feversos	|  	| Fever SOS (International, ver. 98/09/25)		| 		| 1998	| Cave / Nihon S| Cave		| 					|
| fightfev	|  	| Fight Fever (set 1)					| 		| 1994	| Viccom	| Neo Geo MVS	| 					|
| fightfeva	|  	| Fight Fever (set 2)					| fightfev	| 1994	| Viccom	| Neo Geo MVS	| 					|
| fswords	|  	| Fighters Swords (Korean release of Samurai Shodown III| samsho3	| 1995	| SNK		| Neo Geo MVS	| 					|
| fghtbskt	|  	| Fighting Basketball					| 		| 1984	| Paradise Co. L| M63		| 					|
| ffantasyj	|  	| Fighting Fantasy (Japan revision 2)			| hippodrm	| 1989	| Data East Corp| DEC0		| 					|
| ffantasya	|  	| Fighting Fantasy (Japan)				| hippodrm	| 1989	| Data East Corp| DEC0		| 					|
| ffantasy	|  	| Fighting Fantasy (World revision 3)			| hippodrm	| 1989	| Data East Corp| DEC0		| 					|
| fitegolfu	|  	| Fighting Golf (US)					| fitegolf	| 1988	| SNK		| Miscellaneous	| 					|
| fitegolf2	|  	| Fighting Golf (US, Ver 2)				| fitegolf	| 1988	| SNK		| Miscellaneous	| 					|
| fitegolf	|  	| Fighting Golf (World?)				| 		| 1988	| SNK		| Miscellaneous	| 					|
| fightrol	|  	| Fighting Roller					| 		| 1983	| Kaneko (Taito | Miscellaneous	| 					|
| fsoccerj	|   NW	| Fighting Soccer (Japan)				| fsoccer	| 1988	| SNK		| Miscellaneous	| 					|
| fsoccerb	|  	| Fighting Soccer (Joystick hack bootleg)		| fsoccer	| 1988	| bootleg	| Miscellaneous	| 					|
| fsoccerba	|  	| Fighting Soccer (Joystick hack bootleg, alt)		| fsoccer	| 1988	| bootleg	| Miscellaneous	| 					|
| finalbj	|  	| Final Blow (Japan)					| finalb	| 1988	| Taito Corporat| Taito-F2	| 					|
| finalbu	|  	| Final Blow (US)					| finalb	| 1988	| Taito America | Taito-F2	| 					|
| finalb	|  	| Final Blow (World)					| 		| 1988	| Taito Corporat| Taito-F2	| 					|
| fcrash	|  	| Final Crash (bootleg (with 2xYM2203 + 2xMSM5205))	| ffight	| 1990	| Playmark	| CPS1		| 					|
| ffightj1	|  	| Final Fight (900112 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightua	|  	| Final Fight (900112 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightj2	|  	| Final Fight (900305 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightub	|  	| Final Fight (900424 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightj3	|  	| Final Fight (900613 Japan)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightuc	|  	| Final Fight (900613 USA)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightbl	|  	| Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205)| ffight	| 1990	| bootleg	| CPS1		| 					|
| ffightbla	|  	| Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205)| ffight	| 1990	| bootleg	| CPS1		| 					|
| ffightj	|  	| Final Fight (Japan)					| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightu	|  	| Final Fight (USA, set 1)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightu1	|  	| Final Fight (USA, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffightu2	|  	| Final Fight (USA, set 3)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| ffight	|  	| Final Fight (World, set 1)				| 		| 1989	| Capcom	| CPS1		| 					|
| ffighta	|  	| Final Fight (World, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					|
| fstarfrcj	|  	| Final Star Force (Japan)				| fstarfrc	| 1992	| Tecmo		| Miscellaneous	| 					|
| fstarfrc	|  	| Final Star Force (US)					| 		| 1992	| Tecmo		| Miscellaneous	| 					|
| cv_finaltst	|  	| Final Test Cartridge (Prototype)			| 		| 1982	| Coleco	| ColecoVision	| 					|
| finalttr	|  	| Final Tetris						| 		| 1993	| Jeil Computer | Kaneko Pandora| 					|
| finalizr	|  	| Finalizer - Super Transformation			| 		| 1985	| Konami	| GX523		| 					|
| finalizrb	|  	| Finalizer - Super Transformation (bootleg)		| finalizr	| 1985	| bootleg	| GX523		| 					|
| fball		|  	| Fire Ball (FM Work)					| 		| 1992	| FM Work	| Miscellaneous	| Black Bar on the left side is normal.	|
| firebarr	|  	| Fire Barrel (Japan)					| airass	| 1993	| Irem		| M107		| 					|
| firehawk	|  	| Fire Hawk (horizontal)				| spec2k	| 2001	| ESD		| NMK16		| 					|
| fireshrka	|  	| Fire Shark (Earlier)					| fireshrk	| 1989	| Toaplan	| Toaplan BCU-2 | No sound				|
| fireshrkd	|  	| Fire Shark (Korea, set 1, easier)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| fireshrkdh	|  	| Fire Shark (Korea, set 2, harder)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| fireshrk	|  	| Fire Shark						| 		| 1990	| Toaplan	| Toaplan BCU-2 | No sound				|
